Company,Designation,Locations,Established Year,Employees Count,Link,HR_Name,Experience,Followers,Skills1,Skills2,Skills3,Skills4,Skills5,Skills6,Skills7,Cluster,Experience Category
Neotas,Jr. Frontend Developer,Pune,2015,50 - 200 employees,https://www.instahyre.com/job-247591-jr-frontend-developer-at-neotas-pune/,Ankita Yadav,3-5 Years,3085,HTML,Bootstrap,CSS,,,,,Class2,Junior Level
Scaler Academy,Admission Counsellor,Bangalore,2019,50 - 200 employees,https://www.instahyre.com/job-247592-admission-counsellor-at-scaler-academy-bangalore/,Nancy Prasad,1-4 Years,6321,Education,Counselling,Career,Counselling,Counselling,,,Class2,Junior Level
SumTotal Systems,Java Fullstack Developer,Hyderabad,1985,More than 1000 employees,https://www.instahyre.com/job-247578-java-fullstack-developer-at-sumtotal-systems-hyderabad/,Gayatri Laveti,4-9 Years,27013,Java,Angular,Spring,Boot,,,,Class1,Mid-Level
SumTotal Systems,Java Fullstack Developer,Hyderabad,1985,More than 1000 employees,https://www.instahyre.com/job-247576-java-fullstack-developer-at-sumtotal-systems-hyderabad/,Satya Sri Gopisetti,4-9 Years,27013,Java,PostgreSQL,Spring,Boot,,,,Class1,Mid-Level
Tookitaki,Site Reliability Engineer,Bangalore,2014,50 - 200 employees,https://www.instahyre.com/job-247577-site-reliability-engineer-at-tookitaki-bangalore/,Yash Dandavate,3-8 Years,23162,Cloud,Computing,CI,CD,Kubernetes,Grafana,Prometheus,Class2,Junior Level
Allen Career Institute,Director / VP Analytics,Bangalore,1988,More than 1000 employees,https://www.instahyre.com/job-247572-director-vp-analytics-at-allen-career-institute-bangalore/,Priyanka Agarwal,8-13 Years,79845,Data,Analysis,Business,Analysis,Business,Intelligence,,Class1,Senior Level
Arcesium,SSE,Bangalore,2015,500 - 1000 employees,https://www.instahyre.com/job-247567-sse-backend-at-arcesium-2-bangalore-delhi-hyderabad/,Anwesha Daspatnaik Sheher,2-5 Years,103933,Java,Python,,,,,,Class4,Junior Level
FactWise,AWS DevOps Engineer,Mumbai,2021,10 - 50 employees,https://www.instahyre.com/job-247571-aws-devops-engineer-at-factwise-mumbai-navi-mumbai/,Stawan Kamani,1-4 Years,4000,CI,CD,AWS,,,,,Class2,Junior Level
GlobalLogic,Tosca Tester,Bangalore,2000,More than 1000 employees,https://www.instahyre.com/job-247560-tosca-tester-at-globallogic-bangalore/,Mahesh Tanwar,3-8 Years,749000,Tricentis,Tosca,Automation,Testing,Agile,Manual,Testing,Class1,Junior Level
Mensa Brands,Backend Engineer,Bangalore,2017,10 - 50 employees,https://www.instahyre.com/job-247562-backend-engineer-r24-at-mensa-brands-bangalore/,Pinnacle Consultz,2-5 Years,33486,Java,Microservices,Python,Unix,Linux,,,Class2,Junior Level
Probo,Business Analyst,Bangalore,2019,50 - 200 employees,https://www.instahyre.com/job-247575-business-analyst-at-probo-bangalore/,Priyanka Agarwal,1-5 Years,7721,Data,Analysis,Business,Intelligence,SQL,Business,Analysis,Class2,Junior Level
SumTotal Systems,Java Fullstack Developer,Hyderabad,1985,More than 1000 employees,https://www.instahyre.com/job-247568-java-fullstack-developer-at-sumtotal-systems-hyderabad/,Vinay Kondapalli,4-9 Years,27013,Java,Spring,Boot,PostgreSQL,,,,Class1,Mid-Level
SumTotal Systems,Java Fullstack Developer,Hyderabad,1985,More than 1000 employees,https://www.instahyre.com/job-247570-java-fullstack-developer-at-sumtotal-systems-hyderabad/,Lakshmi Prasanna Nalluri,4-9 Years,27013,Java,Spring,AWS,,,,,Class1,Mid-Level
SumTotal Systems,Java Fullstack Developer,Hyderabad,1985,More than 1000 employees,https://www.instahyre.com/job-247573-java-fullstack-developer-at-sumtotal-systems-hyderabad/,Suvarna Bollipo,4-9 Years,27013,Java,Angular,AWS,Docker,,,,Class1,Mid-Level
Tata Consulting Engineers,HR Consultant,Mumbai,1962,More than 1000 employees,https://www.instahyre.com/job-247565-hr-consultant-at-tata-consulting-engineers-mumbai-navi-mumbai/,Salil Kumar Tripathi,7-11 Years,564883,Non,IT,Recruitment,Recruitment,,,,Class1,Senior Level
Acko,DevOps Engineer,Bangalore,2017,500 - 1000 employees,https://www.instahyre.com/job-247549-devops-engineer-at-acko-bangalore/,Anoushka Goswami,3-6 Years,94934,AWS,Python,,,,,,Class4,Junior Level
Apollo.io,Staff Engineer,Work From Home,2015,50 - 200 employees,https://www.instahyre.com/job-247552-staff-engineer-analytic-at-apollo-2-work-from-home/,Ishita Goyal,9-14 Years,33878,Spark,Hadoop,Spark,Streaming,Airflow,Scala,,Class2,Senior Level
Asentech,Wordpress Developer,Mumbai,2007,50 - 200 employees,https://www.instahyre.com/job-247559-wordpress-developer-at-asentech-mumbai/,Jai Singh,1-2 Years,1429,PHP,Wordpress,jQuery,Java,HTML,,,Class2,Junior Level
Bosch India,SAP EWM With Hana,Bangalore,1922,More than 1000 employees,https://www.instahyre.com/job-247551-sap-ewm-with-hana-at-bosch-india-bangalore/,Archana Manne,9-12 Years,813866,SAP,EWM,SAP,HANA,,,,Class1,Senior Level
Digital Control Incorporated,Social Media Specialist,Delhi,1990,50 - 200 employees,https://www.instahyre.com/job-247547-social-media-specialist-at-digital-control-incorporated-delhi/,Pooja Singhania,3-7 Years,9439,Content,Writing,,,,,,Class2,Junior Level
Mitratech,Database Engineer,Hyderabad,1987,200 - 500 employees,https://www.instahyre.com/job-247548-database-engineer-at-mitratech-hyderabad/,Sri Harshini Potlapally,5-6 Years,8031,SQL,Server,SSRS,SSIS,,,,Class2,Mid-Level
Mitratech,Domino Developer,Hyderabad,1987,200 - 500 employees,https://www.instahyre.com/job-247546-domino-developer-at-mitratech-hyderabad/,Sri Harshini Potlapally,5-6 Years,8031,Lotus,Domino,,,,,,Class2,Mid-Level
Rezo.ai,Data Security Officer,Noida,2017,10 - 50 employees,https://www.instahyre.com/job-247550-data-security-officer-at-rezo-noida/,Aishwarya Agarwal,5-9 Years,7466,Application,Security,Information,Security,,,,Class2,Mid-Level
Tork Motors,Mobile App Developer,Pune,2010,50 - 200 employees,https://www.instahyre.com/job-247554-mobile-app-developer-at-tork-motors-pune/,Khushboo Kothari,4-8 Years,82897,Android,Java,Flutter,Mobile,Apps,Testing,,Class2,Mid-Level
Zinier,DevOps Lead Engineer,Bangalore,2015,200 - 500 employees,https://www.instahyre.com/job-247555-devops-lead-engineer-at-zinier-bangalore/,Ankit Dhiman,7-11 Years,10848,AWS,Bash,DevOps,Docker,Kubernetes,Python,,Class2,Senior Level
Angel One,Staff Engineer,Bangalore,1987,More than 1000 employees,https://www.instahyre.com/job-247541-staff-engineer-android-at-angel-one-bangalore-work-from-home/,Ananda Pandey,8-12 Years,130000,Android,iOS,,,,,,Class1,Senior Level
Capri Global Capital,Technical Lead,Gurgaon,1997,500 - 1000 employees,https://www.instahyre.com/job-247538-technical-lead-react-at-capri-global-capital-gurgaon/,Kriti Agrawal,7-11 Years,54000,JavaScript,,,,,,,Class4,Senior Level
Delta Air Lines,SDET,Bangalore,1928,More than 1000 employees,https://www.instahyre.com/job-247532-sdet-at-delta-air-lines-bangalore/,Nikita Jaiswal,4-6 Years,1000000,Selenium,API,Testing,AWS,Java,SQL,Server,Class1,Mid-Level
Deutsche Telekom Digital Labs,SSE iOS Developer,Gurgaon,2018,More than 1000 employees,https://www.instahyre.com/job-247537-sse-ios-developer-at-deutsche-telekom-digital-labs-gurgaon/,Nikita Sah,6-7 Years,8,Swift,Architecture,Xcode,Data,Structures,Algorithms,,Class1,Mid-Level
DevOn,Senior Software Engineer,Bangalore,2004,500 - 1000 employees,https://www.instahyre.com/job-247535-senior-software-engineer-at-devon-bangalore/,Subhashish S,4-6 Years,20074,JavaScript,Angular,,,,,,Class4,Mid-Level
JP Morgan,Java Fullstack Developer,Hyderabad,1900,More than 1000 employees,https://www.instahyre.com/job-247540-java-fullstack-developer-at-jp-morgan-2-hyderabad/,Ajith Kumar N,12-16 Years,3736154,Java,JavaScript,Angular,Hibernate,jQuery,,,Class1,Senior Level
Mitratech,Mobile Automation Test Engineer,Hyderabad,1987,200 - 500 employees,https://www.instahyre.com/job-247542-mobile-automation-test-engineer-at-mitratech-hyderabad/,Sri Harshini Potlapally,5-6 Years,8031,Automation,Testing,Manual,Testing,Mobile,Apps,Testing,Class2,Mid-Level
PhonePe,iOS Developer,Bangalore,2015,More than 1000 employees,https://www.instahyre.com/job-247533-ios-developer-at-phonepe-bangalore/,Gowthami Bs,2-4 Years,621000,iOS,,,,,,,Class1,Junior Level
Wingify,Senior Frontend Engineer Angular,Work From Home,2009,50 - 200 employees,https://www.instahyre.com/job-247539-senior-frontend-engineer-angular-at-wingify-work-from-home/,Dheeraj Bhardwaj,4-7 Years,6007,Angular,JavaScript,Jasmine,NgRx,TypeScript,,,Class2,Mid-Level
Wunderman Thompson,Frontend Developer,Mumbai,2019,More than 1000 employees,https://www.instahyre.com/job-247545-frontend-developer-at-wunderman-thompson-mumbai/,Kapil Goyal,4-6 Years,280987,JavaScript,TypeScript,,,,,,Class1,Mid-Level
Capri Global Capital,React Native Lead Engineer,Gurgaon,1997,500 - 1000 employees,https://www.instahyre.com/job-247521-react-native-lead-engineer-at-capri-global-capital-gurgaon/,Kriti Agrawal,6-11 Years,54000,React,Native,UX,Design,Wireframing,JavaScript,TypeScript,Class4,Mid-Level
Delta Air Lines,SDET,Bangalore,1928,More than 1000 employees,https://www.instahyre.com/job-247532-sdet-at-delta-air-lines-bangalore/,Nikita Jaiswal,4-6 Years,1000000,Selenium,API,Testing,AWS,Java,SQL,Server,Class1,Mid-Level
Looper Development Services,Associate Agency Development Manager,Bhopal,2021,10 - 50 employees,https://www.instahyre.com/job-247522-associate-agency-development-manager-at-looper-development-services-bhopal-gwalior-indore/,Tanisha Tyagi,2-3 Years,6692,Business,Development,Sales,,,,,Class2,Junior Level
Money View,Product Manager,Bangalore,2014,200 - 500 employees,https://www.instahyre.com/job-247528-product-manager-ii-at-money-view-bangalore/,Kriti Agrawal,4-6 Years,10270,Product,Management,Consumer,Software,,,,Class2,Mid-Level
Quotient Technology,Lead SDET,Bangalore,1998,500 - 1000 employees,https://www.instahyre.com/job-247520-lead-sdet-at-quotient-technology-bangalore/,Sravani I,7-12 Years,8045,Automation,Testing,Java,TestNG,AWS,REST,Assured,Class4,Senior Level
Rebel Foods (Faasos),iOS Developer,Mumbai,2010,More than 1000 employees,https://www.instahyre.com/job-247529-ios-developer-at-rebel-foods-faasos-mumbai/,Preethy Balamurugan,3-5 Years,5223,Cocoa,Touch,Swift,iOS,,,,Class1,Junior Level
Sundial,Staff Frontend Engineer,Bangalore,2020,10 - 50 employees,https://www.instahyre.com/job-247531-staff-frontend-engineer-at-sundial-bangalore/,Monika Srivastava,9-14 Years,3545,JavaScript,CSS,HTML,,,,,Class2,Senior Level
Tekion,Data Scientist,Bangalore,2016,50 - 200 employees,https://www.instahyre.com/job-247525-data-scientist-at-tekion-bangalore/,Ankit Sinha,6-9 Years,80000,Python,Machine,Learning,Data,Visualization,PyTorch,,Class2,Mid-Level
TVM Signalling and Transportation Systems,Software Technical Manager,Bangalore,2009,200 - 500 employees,https://www.instahyre.com/job-247526-software-technical-manager-at-tvm-signalling-and-transportation-systems-bangalore/,Deepak,8-13 Years,7844,Linux,Multithreading,,,,,,Class2,Senior Level
WebMobril Technologies,Business Development Executive,Noida,2014,50 - 200 employees,https://www.instahyre.com/job-247523-business-development-executive-at-webmobril-technologies-noida/,Indu Dixit,1-6 Years,13379,Business,Development,International,Sales,,,,Class2,Junior Level
CognitivZen Technologies,Cloudbackend Engineer,Hyderabad,2014,50 - 200 employees,https://www.instahyre.com/job-247514-cloudbackend-engineer-at-cognitivzen-technologies-hyderabad/,K Venkatesh,5-6 Years,6545,,,,,,,,Class2,Mid-Level
Delta,Senior SDET,Bangalore,2017,0 - 10 employees,https://www.instahyre.com/job-247515-senior-sdet-at-delta-bangalore/,Anitha V,4-7 Years,1121412,Selenium,API,Testing,AWS,Java,REST,Assured,Class2,Mid-Level
Delta Air Lines,Senior SDET,Bangalore,1928,More than 1000 employees,https://www.instahyre.com/job-247508-senior-sdet-at-delta-air-lines-bangalore/,Shiva Sharai,4-6 Years,1000000,Java,AWS,Selenium,API,Testing,REST,Assured,Class1,Mid-Level
Digit Insurance,Java Developer,Trivandrum,2016,500 - 1000 employees,https://www.instahyre.com/job-247513-java-developer-at-digit-insurance-trivandrum/,Guru T,6-11 Years,104362,Java,Microservices,Spring,Boot,,,,Class4,Mid-Level
Mintoak Innovations,Lead Frontend Engineer,Bangalore,2017,10 - 50 employees,https://www.instahyre.com/job-247517-lead-frontend-engineer-at-mintoak-innovations-bangalore/,Kiran Bisht,6-10 Years,1892,JavaScript,HTML,CSS,,,,,Class2,Mid-Level
NEX Softsys,Junior Python Developer,Rajkot,2003,50 - 200 employees,https://www.instahyre.com/job-247510-junior-python-developer-at-nex-softsys-rajkot/,James Warner,0-4 Years,225,Game,Development,,,,,,Class2,Fresher
Nov,QA Analyst [T500,Coch,1841,More than 1000 employees,https://www.instahyre.com/job-247512-qa-analyst-t500-7063-at-nov-cochin/,Omkar Sonawane,3-7 Years,666184,API,Testing,Manual,Testing,,,,Class1,Junior Level
OCR,UI Developer,Gurgaon,1983,200 - 500 employees,https://www.instahyre.com/job-247509-ui-developer-at-ocr-gurgaon/,Manish Nirwal,4-6 Years,14365,JavaScript,HTML,CSS,UX,Design,,,Class2,Mid-Level
Tekion,Staff Engineer,Bangalore,2016,50 - 200 employees,https://www.instahyre.com/job-247518-staff-engineer-at-tekion-bangalore/,Nikita Rai,6-8 Years,80000,React,Native,JavaScript,Redux,HTML,,,Class2,Mid-Level
Tekion,Staff Engineer,Bangalore,2016,50 - 200 employees,https://www.instahyre.com/job-247516-staff-engineer-at-tekion-bangalore/,Nikita Rai,6-8 Years,80000,Java,NoSQL,Microservices,Data,Structures,Algorithms,,Class2,Mid-Level
3 Minds Digital,Power BI Developer + Azure,Bangalore,2016,10 - 50 employees,https://www.instahyre.com/job-247504-power-bi-developer-azure-at-3-minds-digital-bangalore/,Muni Reddy Yerrappa,8-13 Years,3,Power,BI,SQL,Azure,DAX,Data,Warehousing,Class2,Senior Level
DAZN,iOS Developer,Hyderabad,2007,More than 1000 employees,https://www.instahyre.com/job-247503-ios-developer-at-dazn-hyderabad/,Vidya Vm,4-9 Years,6308,Swift,iOS,UIkit,Unit,Testing,,,Class1,Mid-Level
Deutsche Bank,DBA Production Support VP,Pune,1900,More than 1000 employees,https://www.instahyre.com/job-247507-dba-production-support-vp-at-deutsche-bank-pune/,Lithin Raj,13-18 Years,1921024,Oracle,Database,Middleware,Incident,Management,,,Class1,Senior Level
Epsilon,Sr. Machine Learning Engineer,Bangalore,2015,More than 1000 employees,https://www.instahyre.com/job-247490-sr-machine-learning-engineer-at-epsilon-bangalore/,Deepa Kaul,5-9 Years,390931,Computer,Vision,Data,Mining,Java,Machine,Learning,Class1,Mid-Level
KLA,IT Infrastructure Project Manager,Chennai,1997,More than 1000 employees,https://www.instahyre.com/job-247498-it-infrastructure-project-manager-at-kla-chennai/,Kavya Dodda,7-9 Years,261394,IT,Infrastructure,Azure,AWS,Project,Management,IBM,Class1,Senior Level
Mystifly,Principal Engineer,Bangalore,2009,200 - 500 employees,https://www.instahyre.com/job-247506-principal-engineer-at-mystifly-bangalore/,Priyal Gupta,9-14 Years,19796,Java,JavaScript,Python,Distributed,Systems,,,Class2,Senior Level
Mystifly,SDE IV,Bangalore,2009,200 - 500 employees,https://www.instahyre.com/job-247502-sde-iv-backend-at-mystifly-bangalore/,Priyal Gupta,7-10 Years,19796,Java,Python,Data,Structures,Distributed,Systems,,Class2,Senior Level
Tekion,Senior Software Engineer,Bangalore,2016,50 - 200 employees,https://www.instahyre.com/job-247495-senior-software-engineer-at-tekion-bangalore/,Khushboo Kothari,3-7 Years,80000,JavaScript,HTML,CSS,,,,,Class2,Junior Level
Uber,Senior Software Engineer,Bangalore,2009,More than 1000 employees,https://www.instahyre.com/job-247497-senior-software-engineer-ios-at-uber-bangalore-hyderabad/,Hema Koranga,6-10 Years,2601395,iOS,,,,,,,Class1,Mid-Level
WebMobril Technologies,Business Development Executive,Indore,2014,50 - 200 employees,https://www.instahyre.com/job-247494-business-development-executive-at-webmobril-technologies-indore/,Gori Maru,0-4 Years,13379,Business,Development,,,,,,Class2,Fresher
Mool,Senior Flutter Developer,Gurgaon,2020,10 - 50 employees,https://www.instahyre.com/job-247478-senior-flutter-developer-at-mool-gurgaon/,Nikita Joshi,5-8 Years,385,Flutter,React,Native,Data,Structures,Algorithms,iOS,Class2,Mid-Level
Navya Care,Software Engineer,Bangalore,2010,50 - 200 employees,https://www.instahyre.com/job-247487-software-engineer-at-navya-care-bangalore/,Ankita Hiremath,8-11 Years,12,Python,Microservices,JavaScript,Azure,API,Testing,,Class2,Senior Level
Pledge Foundation,Project Coordinator,Mumbai,2021,50 - 200 employees,https://www.instahyre.com/job-247482-project-coordinator-at-pledge-foundation-mumbai/,Sultan Sayyed,1-3 Years,280,Operations,Management,,,,,,Class2,Junior Level
Plivo,SDET,Bangalore,2011,50 - 200 employees,https://www.instahyre.com/job-247481-sdet-1-automation-at-plivo-bangalore-work-from-home/,Harshit Lokhande,2-4 Years,74625,Automation,Testing,SDET,Cucumber,Java,Python,,Class2,Junior Level
Pluckk,Staff Chief,Mumbai,2017,10 - 50 employees,https://www.instahyre.com/job-247480-staff-chief-at-pluckk-mumbai/,Seema Manglani,5-10 Years,7337,Operations,Management,Procurement,Finance,,,,Class2,Mid-Level
Reevoy,QA,Mumbai,2020,50 - 200 employees,https://www.instahyre.com/job-247483-qa-testing-engineer-at-reevoy-mumbai/,Nisha Sharma,1-4 Years,17580,Automation,Testing,Selenium,Python,,,,Class2,Junior Level
Saveo,Software Engineer,Bangalore,2019,0 - 10 employees,https://www.instahyre.com/job-247475-software-engineer-at-saveo-bangalore/,Ankita Hiremath,4-6 Years,49407,Python,Django,PostgreSQL,Algorithms,Data,Structures,,Class2,Mid-Level
Voosh,Full Stack Engineer,Bangalore,2020,0 - 10 employees,https://www.instahyre.com/job-247484-full-stack-engineer-at-voosh-bangalore/,Hari Shankar,1-6 Years,12827,JavaScript,Angular,Python,,,,,Class2,Junior Level
Zluri,Senior Data Engineer,Bangalore,2020,0 - 10 employees,https://www.instahyre.com/job-247488-senior-data-engineer-at-zluri-bangalore/,Sandhiya S,3-5 Years,6057,ETL,AWS,Python,MySQL,Big,Data,,Class2,Junior Level
Karma Ayurveda,Web Developer,Delhi,1937,50 - 200 employees,https://www.instahyre.com/job-247462-web-developer-at-karma-ayurveda-delhi/,Shreyas Dev,4-6 Years,602,PHP,Drupal,Joomla,Wordpress,,,,Class2,Mid-Level
Nat Habit,Copywriter,Gurgaon,2018,10 - 50 employees,https://www.instahyre.com/job-247474-copywriter-at-nat-habit-gurgaon/,Priya Arora,2-7 Years,34304,Copy,Writing,Content,Marketing,English,Content,,Class2,Junior Level
NIRA,Senior Data Engineer,Bangalore,2017,10 - 50 employees,https://www.instahyre.com/job-247465-senior-data-engineer-at-nira-bangalore/,Asha Dhanunjaya,4-6 Years,33495,Hive,Python,SQL,,,,,Class2,Mid-Level
TeamOhana,Product Designer,Work From Home,2021,10 - 50 employees,https://www.instahyre.com/job-247472-product-designer-ui-ux-at-teamohana-2-work-from-home/,Vinoo Raaz,2-3 Years,4598,Figma,UX,Design,Adobe,XD,Sketch,,Class2,Junior Level
Thence,Business Analyst,Work From Home,2012,50 - 200 employees,https://www.instahyre.com/job-247468-business-analyst-at-thence-work-from-home/,Raji L,2-4 Years,27075,Agile,Project,Management,Scrum,,,,Class2,Junior Level
Voosh,Backend Engineer,Work From Home,2020,0 - 10 employees,https://www.instahyre.com/job-247466-backend-engineer-at-voosh-work-from-home/,Hari Shankar,1-6 Years,12827,Java,Python,Golang,,,,,Class2,Junior Level
Voosh,DevOps Engineer,Bangalore,2020,0 - 10 employees,https://www.instahyre.com/job-247470-devops-engineer-at-voosh-bangalore/,Hari Shankar,1-6 Years,12827,DevOps,Terraform,Shell,Scripting,Perl,Jenkins,,Class2,Junior Level
ZestMoney,Software Engineer,Bangalore,2015,50 - 200 employees,https://www.instahyre.com/job-247471-software-engineer-at-zestmoney-2-bangalore/,Ankita Hiremath,3-5 Years,89694,Golang,Python,Data,Structures,Algorithms,,,Class2,Junior Level
Zinier,DevOps Lead Engineer,Bangalore,2015,200 - 500 employees,https://www.instahyre.com/job-247463-devops-lead-engineer-at-zinier-bangalore/,Venkatesh Palani,5-10 Years,10848,AWS,Terraform,Kubernetes,Docker,Python,,,Class2,Mid-Level
Zluri,Big Data Engineer,Bangalore,2020,0 - 10 employees,https://www.instahyre.com/job-247461-big-data-engineer-at-zluri-bangalore/,Sandhiya S,3-5 Years,6057,Kafka,ETL,Spark,Python,Data,Modelling,,Class2,Junior Level
60 Decibels,Senior Software Engineer,Bangalore,2019,50 - 200 employees,https://www.instahyre.com/job-247456-senior-software-engineer-frontend-at-60-decibels-bangalore/,Praveen Shirali,4-8 Years,60,CSS,HTML,JavaScript,,,,,Class2,Mid-Level
ANSR,Consultant,Gurgaon,2003,50 - 200 employees,https://www.instahyre.com/job-247460-consultant-workplace-security-at-ansr-3-gurgaon/,Avinash Ks,6-11 Years,31877,Zscaler,Firewalls,Network,Security,AWS,Azure,,Class2,Mid-Level
ANSR,Retail Accounts Payable and Centralized Accountant,Bangalore,2003,50 - 200 employees,https://www.instahyre.com/job-247453-retail-accounts-payable-and-centralized-accountant-at-ansr-3-bangalore/,Nikita Jaiswal,3-5 Years,31877,Payables,Management,Receivables,Management,,,,Class2,Junior Level
CommerceIQ,Engineering Manager,Bangalore,2012,200 - 500 employees,https://www.instahyre.com/job-247448-engineering-manager-at-commerceiq-bangalore-chennai/,Vikas Sawant,8-12 Years,5836,Java,JavaScript,Angular,Hibernate,Spring,,,Class2,Senior Level
CommerceIQ,Software Development Engineer 2,Bangalore,2012,200 - 500 employees,https://www.instahyre.com/job-247451-software-development-engineer-2-data-acquisition-at-commerceiq-bangalore/,Vikas Sawant,2-6 Years,5836,Golang,Java,JavaScript,Angular,Spring,,,Class2,Junior Level
Homes247.in,Front Office Executive,Bangalore,2017,10 - 50 employees,https://www.instahyre.com/job-247457-front-office-executive-at-homes247-bangalore/,Durga Priya,0-1 Years,247,Customer,Interaction,Customer,Relationship,Customer,Service,,Class2,Fresher
Inspire Brands,Service Desk QA Analyst [T500,Hyderabad,2018,More than 1000 employees,https://www.instahyre.com/job-247454-service-desk-qa-analyst-t500-6756-at-inspire-brands-hyderabad/,Omkar Sonawane,3-5 Years,84000,Quality,Assurance,,,,,,Class1,Junior Level
PhonePe,React Native Developer,Bangalore,2015,More than 1000 employees,https://www.instahyre.com/job-247455-react-native-developer-at-phonepe-bangalore/,Sanjana R,6-10 Years,621000,Android,Hybrid,Apps,React,Native,,,Class1,Mid-Level
Voosh,Frontend Engineer,Bangalore,2020,0 - 10 employees,https://www.instahyre.com/job-247459-frontend-engineer-at-voosh-bangalore/,Hari Shankar,1-6 Years,12827,JavaScript,Angular,HTML,CSS,,,,Class2,Junior Level
Walmart Global Tech India,MERN Stack / Fullstack Developer,Bangalore,1962,More than 1000 employees,https://www.instahyre.com/job-247450-mern-stack-fullstack-developer-at-walmart-global-tech-india-bangalore/,Madhan Kumar R,7-11 Years,878000,JavaScript,,,,,,,Class1,Senior Level
Anand Rathi Shares and Stock Brokers,Java Developer,Jaipur,1994,More than 1000 employees,https://www.instahyre.com/job-247445-java-developer-at-anand-rathi-shares-and-stock-brokers-jaipur/,Anshika Goyal,5-10 Years,4050,Java,Spring,Boot,,,,,Class1,Mid-Level
Claims Portal,Backend Developer,Bangalore,2010,0 - 10 employees,https://www.instahyre.com/job-247447-backend-developer-at-claims-portal-bangalore/,Ankita Sharma,3-5 Years,122,Golang,Java,Python,,,,,Class2,Junior Level
Cordwood Technologies,Hardware Engineer,Pune,2016,0 - 10 employees,https://www.instahyre.com/job-247437-hardware-engineer-at-cordwood-technologies-pune/,Akash Dey,2-7 Years,14,CAN,Ethernet,EMI,Analog,Circuit,Design,,Class2,Junior Level
ExpertCallers,IT Architect,Bangalore,2002,500 - 1000 employees,https://www.instahyre.com/job-247439-it-architect-at-expertcallers-bangalore/,Navya C M,2-5 Years,2960,IT,Infrastructure,Linux,,,,,Class4,Junior Level
ExpertCallers,System Admin,Bangalore,2002,500 - 1000 employees,https://www.instahyre.com/job-247435-system-admin-at-expertcallers-bangalore/,Navya C M,1-3 Years,2960,ITIL,CCNA,CCNP,,,,,Class4,Junior Level
IMT Care,Virtual Relationship Manager,Mumbai,2021,10 - 50 employees,https://www.instahyre.com/job-247444-virtual-relationship-manager-at-imt-care-mumbai/,Jyoti Pagare,2-3 Years,5479,Customer,Interaction,Customer,Relationship,Customer,Service,,Class2,Junior Level
Luminous Power Technologies,Senior Engineer,Gurgaon,1988,More than 1000 employees,https://www.instahyre.com/job-247440-senior-engineer-backend-at-luminous-power-technologies-gurgaon/,Priyanka,1-3 Years,4,Java,Spring,Boot,Azure,IoT,NoSQL,,Class1,Junior Level
UST Global,Pega Developer,Bangalore,1999,More than 1000 employees,https://www.instahyre.com/job-247442-pega-developer-at-ust-global-bangalore/,Meera Srivatsa,6-11 Years,840132,CSA,Pega,HTML,Jenkins,,,,Class1,Mid-Level
Walmart Global Tech India,Senior Software Engineer,Bangalore,1962,More than 1000 employees,https://www.instahyre.com/job-247441-senior-software-engineer-at-walmart-global-tech-india-bangalore/,Sindhu Raj,6-10 Years,878000,Java,,,,,,,Class1,Mid-Level
Walmart Global Tech India,Staff Software Engineer,Bangalore,1962,More than 1000 employees,https://www.instahyre.com/job-247446-staff-software-engineer-at-walmart-global-tech-india-bangalore/,Sindhu Raj,11-15 Years,878000,Java,,,,,,,Class1,Senior Level
Capri Global Capital,React Native Developer,Gurgaon,1997,500 - 1000 employees,https://www.instahyre.com/job-247433-react-native-developer-at-capri-global-capital-gurgaon/,Shivkumar Gurram,2-5 Years,54000,React,Native,Android,API,Testing,TypeScript,iOS,Class4,Junior Level
EkAnek,Store Manager,Bangalore,2018,10 - 50 employees,https://www.instahyre.com/job-247428-store-manager-at-ekanek-bangalore/,Mohammed Haris,3-7 Years,15,Business,Development,Sales,Store,Operations,,,Class2,Junior Level
ExpertCallers,IT Team Lead,Bangalore,2002,500 - 1000 employees,https://www.instahyre.com/job-247432-it-team-lead-at-expertcallers-bangalore/,Navya C M,2-5 Years,2960,Linux,CCNA,CCNP,Windows,,,,Class4,Junior Level
Gameskraft,DevOps Engineer,Bangalore,2017,200 - 500 employees,https://www.instahyre.com/job-247425-devops-engineer-ii-at-gameskraft-bangalore/,Priyanka Mahindrakar,3-5 Years,36000,Python,Docker,Kubernetes,Jenkins,AWS,,,Class2,Junior Level
Gameskraft,DevOps Engineer,Bangalore,2017,200 - 500 employees,https://www.instahyre.com/job-247429-devops-engineer-iii-at-gameskraft-bangalore/,Priyanka Mahindrakar,5-7 Years,36000,AWS,Docker,Kubernetes,Jenkins,Python,,,Class2,Mid-Level
Paypal,Lead / Staff Software Engineer,Bangalore,1998,More than 1000 employees,https://www.instahyre.com/job-247426-lead-staff-software-engineer-java-scala-at-paypal-bangalore/,Ashwin Narayan,9-13 Years,6000,AWS,Big,Data,Google,Cloud,Hadoop,Java,Class1,Senior Level
Sagarsoft,PostgreSQL DB and MS SQL Server DB,Bangalore,1996,200 - 500 employees,https://www.instahyre.com/job-247431-postgresql-db-and-ms-sql-server-db-at-sagarsoft-2-bangalore-chennai-hyderabad/,Vadada Shanmukha Sreenivas,10-13 Years,8638,PostgreSQL,SQL,Server,,,,,Class2,Senior Level
